country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,date,year,month,day,hour,day_name,pollutant_range,pollution_category
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",,8.8787,76.6073,OZONE,33.0,37.0,36.0,,,,,,,4.0,Unknown
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",,8.5637,76.8865,NO2,,,,,,,,,,,Unknown
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",,8.5637,76.8865,CO,39.0,63.0,58.0,,,,,,,24.0,Unknown
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",,8.5637,76.8865,OZONE,31.0,31.0,31.0,,,,,,,0.0,Unknown
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",,8.5149093,76.9435879,PM2.5,22.0,38.0,31.0,,,,,,,16.0,Satisfactory
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",,8.5149093,76.9435879,SO2,9.0,25.0,20.0,,,,,,,16.0,Unknown
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",,22.624758,75.675238,CO,15.0,24.0,18.0,,,,,,,9.0,Unknown
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",,23.331731,75.045981,PM10,57.0,179.0,87.0,,,,,,,122.0,Satisfactory
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,PM2.5,23.0,83.0,54.0,,,,,,,60.0,Satisfactory
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",,24.58434363,80.8549414,PM10,69.0,71.0,70.0,,,,,,,2.0,Satisfactory
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",,24.10897,82.64558,PM10,93.0,244.0,143.0,,,,,,,151.0,Moderate
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",,23.1633321,75.800225,SO2,1.0,10.0,5.0,,,,,,,9.0,Unknown
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,NO2,37.0,49.0,42.0,,,,,,,12.0,Unknown
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",,23.218135,79.95777,NO2,43.0,52.0,49.0,,,,,,,9.0,Unknown
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",,23.218135,79.95777,SO2,8.0,94.0,16.0,,,,,,,86.0,Unknown
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",,24.2613009,80.7231783,PM10,,,,,,,,,,,Unknown
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",,24.2613009,80.7231783,NO2,,,,,,,,,,,Unknown
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",,24.2613009,80.7231783,SO2,,,,,,,,,,,Unknown
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",,23.10844,77.511428,NO2,4.0,99.0,33.0,,,,,,,95.0,Unknown
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",,22.624758,75.675238,PM2.5,32.0,82.0,57.0,,,,,,,50.0,Satisfactory
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",,26.200388,78.147714,NO2,25.0,70.0,36.0,,,,,,,45.0,Unknown
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",,22.7289,75.8076,SO2,8.0,10.0,9.0,,,,,,,2.0,Unknown
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",,22.431,75.5213,PM2.5,34.0,67.0,52.0,,,,,,,33.0,Satisfactory
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",,22.431,75.5213,PM10,64.0,113.0,94.0,,,,,,,49.0,Satisfactory
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",,22.7524,75.8872,NO2,5.0,12.0,10.0,,,,,,,7.0,Unknown
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,CO,28.0,28.0,28.0,,,,,,,0.0,Unknown
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,OZONE,28.0,29.0,28.0,,,,,,,1.0,Unknown
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",,12.921418,77.502466,NH3,3.0,4.0,4.0,,,,,,,1.0,Unknown
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",,12.990328,77.5431385,SO2,,,,,,,,,,,Unknown
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",,13.0246342,77.5080115,NH3,4.0,4.0,4.0,,,,,,,0.0,Unknown
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",,22.678,75.8559,NH3,1.0,5.0,2.0,,,,,,,4.0,Unknown
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",,23.163174,79.973061,CO,8.0,27.0,15.0,,,,,,,19.0,Unknown
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",,23.142888,79.916147,PM2.5,27.0,78.0,54.0,,,,,,,51.0,Satisfactory
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",,23.142888,79.916147,PM10,54.0,127.0,84.0,,,,,,,73.0,Satisfactory
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",,19.9775302,79.2337086,CO,37.0,41.0,38.0,,,,,,,4.0,Unknown
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",,20.918946,74.776388,PM2.5,37.0,131.0,79.0,,,,,,,94.0,Moderate
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",,19.2268427,73.0788456,CO,10.0,34.0,21.0,,,,,,,24.0,Unknown
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",,19.710842,77.151824,NO2,7.0,35.0,12.0,,,,,,,28.0,Unknown
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",,19.710842,77.151824,NH3,2.0,3.0,2.0,,,,,,,1.0,Unknown
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",,21.001264,75.565602,PM10,54.0,113.0,86.0,,,,,,,59.0,Satisfactory
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",,21.001264,75.565602,SO2,4.0,52.0,12.0,,,,,,,48.0,Unknown
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",,21.001264,75.565602,CO,18.0,40.0,29.0,,,,,,,22.0,Unknown
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",,21.001264,75.565602,OZONE,39.0,118.0,95.0,,,,,,,79.0,Unknown
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",,19.854616,75.905894,PM2.5,28.0,92.0,58.0,,,,,,,64.0,Satisfactory
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",,19.854616,75.905894,NO2,18.0,27.0,21.0,,,,,,,9.0,Unknown
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",,19.854616,75.905894,NH3,3.0,5.0,4.0,,,,,,,2.0,Unknown
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",,18.9767,72.838,NO2,10.0,55.0,23.0,,,,,,,45.0,Unknown
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",,19.11074,72.86084,PM2.5,27.0,118.0,68.0,,,,,,,91.0,Moderate
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",,19.11074,72.86084,PM10,73.0,183.0,121.0,,,,,,,110.0,Moderate
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",,19.11074,72.86084,NH3,2.0,6.0,4.0,,,,,,,4.0,Unknown
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",,19.11074,72.86084,CO,6.0,56.0,28.0,,,,,,,50.0,Unknown
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",,19.0364585,72.8954371,SO2,2.0,21.0,7.0,,,,,,,19.0,Unknown
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",,19.0364585,72.8954371,OZONE,5.0,95.0,47.0,,,,,,,90.0,Unknown
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,PM10,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",,19.04946,72.923,SO2,1.0,5.0,1.0,,,,,,,4.0,Unknown
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",,19.04946,72.923,OZONE,3.0,103.0,67.0,,,,,,,100.0,Unknown
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",,18.96702,72.84214,NH3,6.0,8.0,6.0,,,,,,,2.0,Unknown
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",,18.96702,72.84214,SO2,4.0,11.0,8.0,,,,,,,7.0,Unknown
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",,18.96702,72.84214,CO,1.0,82.0,64.0,,,,,,,81.0,Unknown
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",,19.1878657,72.8304069,PM2.5,9.0,71.0,34.0,,,,,,,62.0,Satisfactory
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",,19.1878657,72.8304069,PM10,48.0,61.0,55.0,,,,,,,13.0,Satisfactory
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",,18.897756,72.81332,PM10,77.0,118.0,94.0,,,,,,,41.0,Satisfactory
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",,18.897756,72.81332,SO2,5.0,13.0,9.0,,,,,,,8.0,Unknown
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",,19.1375,72.915056,PM2.5,30.0,84.0,52.0,,,,,,,54.0,Satisfactory
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",,19.1375,72.915056,NH3,2.0,2.0,2.0,,,,,,,0.0,Unknown
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,19.000084,72.85673,CO,8.0,26.0,18.0,,,,,,,18.0,Unknown
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",,20.555712,74.529236,CO,12.0,58.0,19.0,,,,,,,46.0,Unknown
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",,19.296481,72.840923,PM2.5,34.0,93.0,56.0,,,,,,,59.0,Satisfactory
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",,19.053536,72.84643,PM10,101.0,176.0,130.0,,,,,,,75.0,Moderate
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",,19.053536,72.84643,NO2,21.0,49.0,36.0,,,,,,,28.0,Unknown
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",,19.053536,72.84643,SO2,1.0,1.0,1.0,,,,,,,0.0,Unknown
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",,19.23241,72.86895,PM10,61.0,150.0,107.0,,,,,,,89.0,Moderate
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",,19.23241,72.86895,CO,48.0,82.0,71.0,,,,,,,34.0,Unknown
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",,19.2243333,72.8658113,SO2,9.0,18.0,14.0,,,,,,,9.0,Unknown
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",,20.719516,77.000253,SO2,15.0,30.0,20.0,,,,,,,15.0,Unknown
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",,20.939198,77.765701,PM2.5,37.0,80.0,52.0,,,,,,,43.0,Satisfactory
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",,20.939198,77.765701,PM10,56.0,137.0,80.0,,,,,,,81.0,Satisfactory
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",,20.939198,77.765701,OZONE,10.0,61.0,57.0,,,,,,,51.0,Unknown
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",,19.8389439,75.244448,PM10,34.0,205.0,76.0,,,,,,,171.0,Satisfactory
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",,19.8389439,75.244448,CO,2.0,108.0,4.0,,,,,,,106.0,Unknown
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",,19.863756,75.321188,NO2,14.0,79.0,32.0,,,,,,,65.0,Unknown
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",,19.854616,75.905894,SO2,,,,,,,,,,,Unknown
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",,16.6870449,74.2505872,PM10,,,,,,,,,,,Unknown
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",,16.6870449,74.2505872,NH3,3.0,4.0,3.0,,,,,,,1.0,Unknown
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",,16.6870449,74.2505872,OZONE,32.0,93.0,72.0,,,,,,,61.0,Unknown
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",,16.7143745,74.2426398,PM2.5,,,,,,,,,,,Unknown
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",,16.7143745,74.2426398,NO2,,,,,,,,,,,Unknown
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",,16.7143745,74.2426398,CO,10.0,45.0,33.0,,,,,,,35.0,Unknown
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",,18.1023399,73.4783687,CO,29.0,56.0,44.0,,,,,,,27.0,Unknown
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",,19.083694,72.920967,OZONE,4.0,78.0,44.0,,,,,,,74.0,Unknown
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",,19.215859,72.831718,PM2.5,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",,19.215859,72.831718,NH3,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",,19.0632143,72.8456324,SO2,2.0,6.0,4.0,,,,,,,4.0,Unknown
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",,19.0632143,72.8456324,OZONE,1.0,54.0,36.0,,,,,,,53.0,Unknown
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",,19.0863,72.8888,PM10,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",,19.19709,72.82204,OZONE,10.0,56.0,39.0,,,,,,,46.0,Unknown
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",,19.060498,72.923356,OZONE,3.0,79.0,37.0,,,,,,,76.0,Unknown
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",,19.047,72.8746,NO2,27.0,31.0,29.0,,,,,,,4.0,Unknown
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",,19.10861,72.83622,NH3,6.0,6.0,6.0,,,,,,,0.0,Unknown
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",,21.121801,79.04952,PM10,54.0,121.0,80.0,,,,,,,67.0,Satisfactory
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",,21.121801,79.04952,CO,6.0,115.0,12.0,,,,,,,109.0,Unknown
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",,19.16485,73.23409,NO2,9.0,32.0,21.0,,,,,,,23.0,Unknown
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",,19.0243902,73.0406721,CO,24.0,40.0,31.0,,,,,,,16.0,Unknown
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",,19.309073,73.057223,NH3,4.0,8.0,6.0,,,,,,,4.0,Unknown
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",,25.6635413,94.0989878,CO,1.0,11.0,5.0,,,,,,,10.0,Unknown
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",,20.832874,85.104082,PM10,26.0,149.0,75.0,,,,,,,123.0,Satisfactory
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",,20.832874,85.104082,SO2,11.0,31.0,17.0,,,,,,,20.0,Unknown
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",,20.832874,85.104082,CO,22.0,92.0,46.0,,,,,,,70.0,Unknown
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",,22.1166054,85.3945546,NO2,10.0,41.0,20.0,,,,,,,31.0,Unknown
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,PM2.5,43.0,95.0,65.0,,,,,,,52.0,Moderate
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",,20.24079,85.836784,NH3,4.0,6.0,5.0,,,,,,,2.0,Unknown
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",,20.24079,85.836784,SO2,2.0,6.0,4.0,,,,,,,4.0,Unknown
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",,20.24079,85.836784,CO,8.0,58.0,36.0,,,,,,,50.0,Unknown
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",,20.24079,85.836784,OZONE,10.0,71.0,50.0,,,,,,,61.0,Unknown
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",,19.2307571,73.155192,PM10,39.0,96.0,63.0,,,,,,,57.0,Satisfactory
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",,19.2307571,73.155192,NH3,2.0,4.0,3.0,,,,,,,2.0,Unknown
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",,19.2307571,73.155192,OZONE,11.0,63.0,47.0,,,,,,,52.0,Unknown
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",,19.445821,72.7988231,NH3,1.0,14.0,5.0,,,,,,,13.0,Unknown
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB",,26.05374,91.86796,SO2,,,,,,,,,,,Unknown
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",,25.5586,91.8985,SO2,9.0,12.0,10.0,,,,,,,3.0,Unknown
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",,25.6635413,94.0989878,NO2,3.0,4.0,4.0,,,,,,,1.0,Unknown
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",,18.59051,73.77946,CO,20.0,80.0,28.0,,,,,,,60.0,Unknown
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",,18.614767,73.799516,PM10,66.0,104.0,84.0,,,,,,,38.0,Satisfactory
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",,18.616318,73.765797,CO,11.0,51.0,15.0,,,,,,,40.0,Unknown
India,Maharashtra,Pune,"Hadapsar, Pune - IITM",,18.501793,73.927532,PM10,43.0,119.0,82.0,,,,,,,76.0,Satisfactory
India,Maharashtra,Pune,"Hadapsar, Pune - IITM",,18.501793,73.927532,NO2,24.0,90.0,41.0,,,,,,,66.0,Unknown
India,Maharashtra,Pune,"Hadapsar, Pune - IITM",,18.501793,73.927532,OZONE,6.0,115.0,79.0,,,,,,,109.0,Unknown
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",,18.57304,73.927715,CO,50.0,88.0,63.0,,,,,,,38.0,Unknown
India,Maharashtra,Satara,"Koyana Nagar, Satara - MPCB",,17.696651,74.003387,CO,22.0,48.0,25.0,,,,,,,26.0,Unknown
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",,17.6336264,75.9132495,PM10,44.0,85.0,71.0,,,,,,,41.0,Satisfactory
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",,19.26777,72.97182,OZONE,29.0,50.0,41.0,,,,,,,21.0,Unknown
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",,19.222279,72.957979,CO,6.0,62.0,26.0,,,,,,,56.0,Unknown
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",,19.235581,73.159121,PM2.5,51.0,94.0,69.0,,,,,,,43.0,Moderate
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",,19.2307571,73.155192,PM2.5,10.0,32.0,23.0,,,,,,,22.0,Good
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",,19.9591346,73.7788008,OZONE,23.0,80.0,51.0,,,,,,,57.0,Unknown
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",,19.1135051,73.008978,PM10,50.0,229.0,123.0,,,,,,,179.0,Moderate
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",,19.1135051,73.008978,NH3,1.0,1.0,1.0,,,,,,,0.0,Unknown
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",,19.008751,73.01662,SO2,,,,,,,,,,,Unknown
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",,19.0575752,73.0151367,NO2,,,,,,,,,,,Unknown
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",,19.0575752,73.0151367,OZONE,,,,,,,,,,,Unknown
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",,19.02579,73.10297,PM2.5,33.0,133.0,59.0,,,,,,,100.0,Satisfactory
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",,19.265594,76.761463,NH3,3.0,5.0,4.0,,,,,,,2.0,Unknown
India,Maharashtra,Pimpri-Chinchwad,"Bhosari,Pimpri-Chinchwad - IITM",,18.640051,73.848956,NO2,13.0,20.0,17.0,,,,,,,7.0,Unknown
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pimpri-Chinchwad - IITM",,18.60577,73.749976,PM10,93.0,146.0,117.0,,,,,,,53.0,Moderate
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",,18.63673,73.82487,SO2,1.0,5.0,2.0,,,,,,,4.0,Unknown
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",,18.63673,73.82487,CO,4.0,44.0,15.0,,,,,,,40.0,Unknown
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",,18.63673,73.82487,OZONE,2.0,83.0,54.0,,,,,,,81.0,Unknown
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",,18.530085,73.849598,SO2,,,,,,,,,,,Unknown
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",,18.547056,73.826908,NH3,1.0,19.0,2.0,,,,,,,18.0,Unknown
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",,16.5038,74.3623,PM10,36.0,79.0,58.0,,,,,,,43.0,Satisfactory
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",,21.152875,79.0517531,PM2.5,,,,,,,,,,,Unknown
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",,21.152875,79.0517531,PM10,,,,,,,,,,,Unknown
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",,21.152875,79.0517531,NH3,3.0,11.0,6.0,,,,,,,8.0,Unknown
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",,20.021503,73.813844,SO2,17.0,33.0,22.0,,,,,,,16.0,Unknown
India,Maharashtra,Satara,"Koyana Nagar, Satara - MPCB",,17.696651,74.003387,PM10,33.0,114.0,59.0,,,,,,,81.0,Satisfactory
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",,30.736056,76.209694,NO2,26.0,31.0,28.0,,,,,,,5.0,Unknown
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",,30.736056,76.209694,SO2,9.0,36.0,23.0,,,,,,,27.0,Unknown
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",,30.736056,76.209694,CO,18.0,63.0,30.0,,,,,,,45.0,Unknown
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",,30.9028,75.8086,PM10,82.0,117.0,100.0,,,,,,,35.0,Satisfactory
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",,30.649961,76.331442,NO2,23.0,24.0,24.0,,,,,,,1.0,Unknown
India,Punjab,Patiala,"Model Town, Patiala - PPCB",,30.349388,76.366642,NH3,6.0,8.0,6.0,,,,,,,2.0,Unknown
India,Punjab,Patiala,"Model Town, Patiala - PPCB",,30.349388,76.366642,SO2,1.0,22.0,12.0,,,,,,,21.0,Unknown
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",,31.0325454,76.5623046,PM10,15.0,30.0,22.0,,,,,,,15.0,Good
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",,31.0325454,76.5623046,SO2,10.0,19.0,14.0,,,,,,,9.0,Unknown
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",,26.470859,74.646594,PM10,70.0,128.0,105.0,,,,,,,58.0,Moderate
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",,26.470859,74.646594,OZONE,8.0,58.0,38.0,,,,,,,50.0,Unknown
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",,26.912329,70.909168,PM2.5,,,,,,,,,,,Unknown
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",,26.912329,70.909168,PM10,64.0,195.0,118.0,,,,,,,131.0,Moderate
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",,26.912329,70.909168,NO2,14.0,64.0,22.0,,,,,,,50.0,Unknown
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",,25.344694,72.626208,PM10,44.0,133.0,71.0,,,,,,,89.0,Satisfactory
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",,25.344694,72.626208,SO2,2.0,15.0,5.0,,,,,,,13.0,Unknown
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",,24.588397,76.172782,NO2,16.0,51.0,30.0,,,,,,,35.0,Unknown
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",,28.108988,75.386577,CO,4.0,10.0,7.0,,,,,,,6.0,Unknown
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",,26.268249,73.0193853,PM2.5,33.0,94.0,62.0,,,,,,,61.0,Moderate
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",,26.268249,73.0193853,NO2,17.0,26.0,21.0,,,,,,,9.0,Unknown
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",,26.268249,73.0193853,SO2,3.0,10.0,7.0,,,,,,,7.0,Unknown
