country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-04-2026 17:00,30.649961,76.331442,NH3,6,6,6
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-04-2026 17:00,30.649961,76.331442,SO2,3,110,25
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-04-2026 17:00,30.649961,76.331442,CO,14,102,36
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",21-04-2026 17:00,31.0325454,76.5623046,NO2,9,46,26
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",21-04-2026 17:00,26.470859,74.646594,PM2.5,52,84,63
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",21-04-2026 17:00,24.892047,74.623527,SO2,5,14,8
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",21-04-2026 17:00,24.892047,74.623527,OZONE,7,108,99
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",21-04-2026 17:00,28.296139,74.961696,SO2,4,11,6
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",21-04-2026 17:00,26.895552,76.334753,PM10,61,193,96
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",21-04-2026 17:00,26.895552,76.334753,NO2,24,100,51
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",21-04-2026 17:00,26.895552,76.334753,CO,14,92,36
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",21-04-2026 17:00,26.699557,77.898881,PM2.5,NA,NA,NA
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",21-04-2026 17:00,26.699557,77.898881,OZONE,29,68,52
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",21-04-2026 17:00,23.837789,73.714926,PM10,31,99,75
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",21-04-2026 17:00,29.61075,74.283608,PM10,89,301,136
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",21-04-2026 17:00,29.61075,74.283608,OZONE,28,102,95
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",21-04-2026 17:00,25.339605,74.618883,SO2,5,48,14
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",21-04-2026 17:00,25.339605,74.618883,OZONE,38,103,70
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",21-04-2026 17:00,28.194909,76.862296,OZONE,6,66,40
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",21-04-2026 17:00,28.207266,76.829265,PM10,118,284,175
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",21-04-2026 17:00,28.018792,73.292658,NH3,NA,NA,NA
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",21-04-2026 17:00,28.018792,73.292658,CO,13,58,25
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",21-04-2026 17:00,25.435774,75.644272,NH3,2,7,3
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",21-04-2026 17:00,25.435774,75.644272,CO,8,104,11
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",21-04-2026 17:00,24.892047,74.623527,PM2.5,17,77,40
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",21-04-2026 17:00,27.554793,76.611536,PM2.5,47,80,61
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",21-04-2026 17:00,27.554793,76.611536,PM10,80,135,104
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",21-04-2026 17:00,27.554793,76.611536,NH3,7,14,8
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",21-04-2026 17:00,27.554793,76.611536,OZONE,8,81,46
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",21-04-2026 17:00,23.55519,74.44001,PM2.5,18,102,49
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",21-04-2026 17:00,25.106006,76.469948,SO2,8,29,18
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",21-04-2026 17:00,25.747299,71.393989,CO,4,34,19
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",21-04-2026 17:00,27.215415,77.50873,CO,14,44,21
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",21-04-2026 17:00,27.215415,77.50873,OZONE,47,157,154
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-04-2026 17:00,26.268249,73.0193853,CO,5,64,6
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",21-04-2026 17:00,26.29581,73.082283,NH3,3,4,3
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",21-04-2026 17:00,26.215415,73.070156,PM2.5,17,48,31
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",21-04-2026 17:00,26.215415,73.070156,OZONE,46,122,102
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",21-04-2026 17:00,26.358805,73.047444,PM10,61,139,101
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",21-04-2026 17:00,26.358805,73.047444,SO2,5,9,6
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",21-04-2026 17:00,26.358805,73.047444,CO,4,34,10
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",21-04-2026 17:00,26.358805,73.047444,OZONE,52,118,102
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",21-04-2026 17:00,26.253384,72.976571,PM10,61,165,100
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",21-04-2026 17:00,25.16409,75.858137,PM10,74,296,107
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",21-04-2026 17:00,25.196024,75.855668,NO2,19,120,48
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",21-04-2026 17:00,25.196024,75.855668,SO2,1,36,21
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-04-2026 17:00,25.14389,75.821256,CO,2,103,53
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",21-04-2026 17:00,27.213494,73.734444,NO2,5,89,22
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",21-04-2026 17:00,27.213494,73.734444,CO,8,48,12
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-04-2026 17:00,25.771061,73.340227,NO2,13,18,15
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-04-2026 17:00,25.771061,73.340227,NH3,2,6,3
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-04-2026 17:00,26.9502929,75.730943,SO2,4,60,29
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-04-2026 17:00,26.9502929,75.730943,CO,15,114,39
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",21-04-2026 17:00,24.588397,76.172782,PM2.5,12,93,45
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",21-04-2026 17:00,24.588397,76.172782,PM10,31,169,88
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",21-04-2026 17:00,24.588397,76.172782,NH3,3,10,7
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",21-04-2026 17:00,24.588397,76.172782,CO,16,105,24
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",21-04-2026 17:00,24.588397,76.172782,OZONE,28,122,99
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",21-04-2026 17:00,28.108988,75.386577,NH3,5,11,8
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-04-2026 17:00,26.902909,75.836858,NH3,3,12,8
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",21-04-2026 17:00,26.843698,75.766894,NO2,NA,NA,NA
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",21-04-2026 17:00,26.843698,75.766894,NH3,NA,NA,NA
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",21-04-2026 17:00,26.843698,75.766894,SO2,2,46,9
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",21-04-2026 17:00,26.786682,75.827928,NO2,19,137,74
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",21-04-2026 17:00,26.786682,75.827928,SO2,9,19,14
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",21-04-2026 17:00,26.960669,75.771817,PM2.5,2,216,95
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",21-04-2026 17:00,26.960669,75.771817,NH3,1,11,4
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",21-04-2026 17:00,25.03636,73.883502,NH3,7,14,8
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",21-04-2026 17:00,25.03636,73.883502,OZONE,19,106,72
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",21-04-2026 17:00,26.031443,76.359327,NH3,3,5,4
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",21-04-2026 17:00,27.608912,75.153302,PM2.5,18,110,47
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",21-04-2026 17:00,27.33853,88.614099,SO2,1,1,1
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",21-04-2026 17:00,13.0664,80.2112,PM2.5,5,43,19
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",21-04-2026 17:00,13.0664,80.2112,PM10,26,500,70
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",21-04-2026 17:00,13.0664,80.2112,NO2,9,17,12
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",21-04-2026 17:00,13.1278,80.2642,PM2.5,4,67,30
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",21-04-2026 17:00,13.1278,80.2642,PM10,10,348,71
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",21-04-2026 17:00,13.1662,80.2584,PM2.5,2,54,16
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",21-04-2026 17:00,13.1662,80.2584,PM10,16,51,32
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",21-04-2026 17:00,13.164544,80.26285,PM2.5,10,51,24
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",21-04-2026 17:00,13.164544,80.26285,PM10,24,73,45
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",21-04-2026 17:00,13.164544,80.26285,OZONE,10,16,12
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",21-04-2026 17:00,12.9533,80.2357,OZONE,1,8,3
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",21-04-2026 17:00,17.528544,78.286195,SO2,7,13,11
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",21-04-2026 17:00,17.4559458,78.4332152,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",21-04-2026 17:00,17.417094,78.457437,PM2.5,30,77,46
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",21-04-2026 17:00,17.417094,78.457437,CO,10,35,21
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",21-04-2026 17:00,17.349694,78.451437,NO2,5,16,9
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",21-04-2026 17:00,23.8175497,91.2726974,PM10,63,104,85
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",21-04-2026 17:00,23.8175497,91.2726974,NH3,2,7,4
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",21-04-2026 17:00,27.23711,78.01936,OZONE,5,6,5
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",21-04-2026 17:00,27.106972,78.000111,PM2.5,29,112,67
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",21-04-2026 17:00,17.585705,78.126199,PM2.5,3,55,28
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",21-04-2026 17:00,17.585705,78.126199,PM10,63,92,87
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",21-04-2026 17:00,17.544899,78.486949,PM10,72,101,79
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",21-04-2026 17:00,17.544899,78.486949,OZONE,14,36,22
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",21-04-2026 17:00,17.429398,78.569354,NO2,13,20,16
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",21-04-2026 17:00,17.429398,78.569354,CO,20,22,22
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",21-04-2026 17:00,17.429398,78.569354,OZONE,28,40,37
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",21-04-2026 17:00,17.37206,78.50864,NH3,3,3,3
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",21-04-2026 17:00,27.106972,78.000111,NH3,5,5,5
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",21-04-2026 17:00,27.19412,77.96237,PM10,NA,NA,NA
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",21-04-2026 17:00,27.19412,77.96237,NH3,5,22,17
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",21-04-2026 17:00,27.19412,77.96237,SO2,27,42,38
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",21-04-2026 17:00,27.19412,77.96237,CO,8,46,16
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",21-04-2026 17:00,27.19862,77.92066,NO2,10,10,10
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",21-04-2026 17:00,28.964949,77.278761,NH3,1,4,2
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",21-04-2026 17:00,11.258242,77.552761,OZONE,3,31,23
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",21-04-2026 17:00,8.816428,78.099039,PM10,41,113,64
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",21-04-2026 17:00,17.460103,78.334361,NO2,11,30,21
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",21-04-2026 17:00,17.460103,78.334361,SO2,4,11,7
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",21-04-2026 17:00,17.5316895,78.218939,NH3,1,1,1
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",21-04-2026 17:00,28.38910936,79.42963708,NO2,9,10,9
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",21-04-2026 17:00,28.38910936,79.42963708,CO,22,38,25
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",21-04-2026 17:00,27.168897,78.37696,PM2.5,32,98,57
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",21-04-2026 17:00,27.1594,78.3953,NO2,15,15,15
India,Uttar_Pradesh,Ghaziabad,"Govindpuram, Ghaziabad - UPPCB",21-04-2026 17:00,28.694528,77.494705,OZONE,44,220,174
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",21-04-2026 17:00,13.0052189,80.2398125,PM2.5,27,29,29
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",21-04-2026 17:00,10.942451,76.978996,NO2,11,23,14
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",21-04-2026 17:00,28.646233,77.358075,NH3,8,10,9
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",21-04-2026 17:00,28.757294,77.278792,PM2.5,49,353,188
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",21-04-2026 17:00,29.931624,73.864511,CO,29,102,36
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",21-04-2026 17:00,29.931624,73.864511,OZONE,21,257,164
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",21-04-2026 17:00,28.725645,77.749675,NH3,7,14,12
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",21-04-2026 17:00,28.725645,77.749675,OZONE,1,42,42
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",21-04-2026 17:00,25.4547,78.6039,OZONE,4,13,8
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",21-04-2026 17:00,26.428282,80.327067,NO2,26,27,27
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",21-04-2026 17:00,26.428282,80.327067,NH3,3,3,3
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",21-04-2026 17:00,26.428282,80.327067,SO2,5,32,16
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",21-04-2026 17:00,28.2348927,77.8683002,PM2.5,41,212,85
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",21-04-2026 17:00,28.2348927,77.8683002,PM10,68,193,139
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",21-04-2026 17:00,28.999264,77.7590354,PM2.5,12,147,69
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",21-04-2026 17:00,28.999264,77.7590354,OZONE,4,12,10
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",21-04-2026 17:00,28.9535882,77.7622941,NO2,7,59,24
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",21-04-2026 17:00,28.9535882,77.7622941,SO2,3,11,8
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",21-04-2026 17:00,28.9535882,77.7622941,OZONE,40,121,111
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",21-04-2026 17:00,29.06351,77.709723,PM10,113,406,214
India,Uttar_Pradesh,Modinagar,"SRM University, Modinagar - UPPCB",21-04-2026 17:00,28.798171,77.540243,PM10,160,449,290
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",21-04-2026 17:00,28.739153,77.273668,NH3,17,23,20
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",21-04-2026 17:00,28.739153,77.273668,SO2,9,23,13
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",21-04-2026 17:00,28.739153,77.273668,OZONE,8,80,66
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",21-04-2026 17:00,26.730136,83.433859,PM10,73,156,118
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",21-04-2026 17:00,28.47272,77.482,PM10,118,248,176
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",21-04-2026 17:00,29.4723508,77.7194031,PM2.5,48,179,95
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",21-04-2026 17:00,29.4723508,77.7194031,NO2,20,57,39
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",21-04-2026 17:00,28.5447608,77.3231257,PM2.5,42,243,97
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",21-04-2026 17:00,28.5447608,77.3231257,NO2,12,108,66
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",21-04-2026 17:00,28.5898,77.3101,NO2,5,116,63
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",21-04-2026 17:00,28.5898,77.3101,CO,22,80,30
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",21-04-2026 17:00,28.840739,78.697531,NO2,12,55,32
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",21-04-2026 17:00,28.88528,78.7388,PM2.5,28,89,65
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",21-04-2026 17:00,28.849399,78.742362,NH3,4,4,4
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",21-04-2026 17:00,26.906111,80.948222,NO2,29,32,31
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",21-04-2026 17:00,26.90723,80.98579,OZONE,16,33,31
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",21-04-2026 17:00,26.8458805,80.9365541,CO,25,88,58
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",21-04-2026 17:00,28.685382,77.453839,NH3,6,10,8
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",21-04-2026 17:00,28.685382,77.453839,CO,64,102,77
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",21-04-2026 17:00,25.425602,81.917152,SO2,17,46,34
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",21-04-2026 17:00,28.56923,77.393848,SO2,8,38,20
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",21-04-2026 17:00,25.44919916,81.82735986,NO2,5,5,5
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",21-04-2026 17:00,25.3505986,82.9083074,PM10,82,151,107
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",21-04-2026 17:00,25.262326,82.995408,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",21-04-2026 17:00,25.262326,82.995408,SO2,23,33,25
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",21-04-2026 17:00,25.262326,82.995408,OZONE,1,22,6
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",21-04-2026 17:00,25.32393,82.99687,CO,12,32,20
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",21-04-2026 17:00,27.571409,77.655757,NH3,7,9,9
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",21-04-2026 17:00,30.269444,78.044167,PM2.5,11,65,44
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",21-04-2026 17:00,30.269444,78.044167,NO2,1,4,2
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",21-04-2026 17:00,30.075911,78.2859547,CO,37,37,37
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",21-04-2026 17:00,23.685297,86.945968,SO2,11,20,15
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",21-04-2026 17:00,23.685297,86.945968,CO,18,108,35
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",21-04-2026 17:00,23.697936,86.944395,NH3,3,5,4
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",21-04-2026 17:00,23.697936,86.944395,CO,12,76,24
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",21-04-2026 17:00,23.616515,87.119133,PM2.5,7,67,37
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",21-04-2026 17:00,22.7605581,88.3617589,NH3,4,8,6
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",21-04-2026 17:00,23.508764,87.35444,NH3,5,8,7
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",21-04-2026 17:00,23.508764,87.35444,CO,8,54,19
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",21-04-2026 17:00,23.508764,87.35444,OZONE,1,15,11
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",21-04-2026 17:00,22.06047,88.109737,PM2.5,24,79,53
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",21-04-2026 17:00,22.06047,88.109737,NH3,4,4,4
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",21-04-2026 17:00,22.629801,88.352017,SO2,1,27,13
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",21-04-2026 17:00,22.554954,88.292568,PM2.5,24,48,35
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",21-04-2026 17:00,22.554954,88.292568,SO2,3,9,4
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",21-04-2026 17:00,22.6025571,88.3105664,OZONE,13,54,47
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",21-04-2026 17:00,22.611968,88.347422,PM10,51,90,71
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",21-04-2026 17:00,22.611968,88.347422,OZONE,13,30,21
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",21-04-2026 17:00,22.5687319,88.2797276,OZONE,9,44,37
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",21-04-2026 17:00,22.5367507,88.3638022,NO2,13,28,17
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",21-04-2026 17:00,22.58157048,88.41002457,PM10,42,74,54
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",21-04-2026 17:00,22.58157048,88.41002457,OZONE,21,57,46
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",21-04-2026 17:00,22.55664,88.342674,NO2,18,38,23
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",21-04-2026 17:00,22.49929,88.36917,SO2,4,5,4
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-04-2026 17:00,22.627847,88.380669,PM2.5,33,79,58
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-04-2026 17:00,22.627847,88.380669,NH3,6,8,7
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",21-04-2026 17:00,22.627847,88.380669,OZONE,18,67,58
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",21-04-2026 17:00,22.5448082,88.3403691,NO2,26,34,29
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",21-04-2026 17:00,22.5448082,88.3403691,CO,9,30,24
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",21-04-2026 17:00,26.6879226,88.4152495,SO2,13,16,14
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB",21-04-2026 17:00,16.711754,81.092095,OZONE,16,81,54
